English Language Name	Alternate Language Name	ISO code	ROD code	Variant code	URL	Country(ies)	NT PDF count	NT Audio count	NT Partial PDF count	NT Partial Audio count	NT PDF Whole count	NT Audio Whole count	OT PDF count	OT Audio count	OT Partial PDF count	OT Partial Audio count	OT PDF Whole count	OT Audio Whole count	Bible PDF count	Bible Audio count	Scriture App Builder HTML (SE)	Online Viewer (SE)	Google Play (Android app) (SE)	Android App (SE version)	Buy	BibleIs	YouVersion	GRN	eBible	GoBible (SE)	MySword (Android) (SE)	Playlist Audio (SE)	Jesus Film	Luke Vidoe	John Video	Acts Video	Genesis Video	God's Story Video	The Good Samaritan Video	Magdalena Video	John Animation Video (SE)	Scripture Animation Video (SE)	The Last Day Video	Story of Jesus for Children Video	History	5fish	iTunes	One Story	Bibles for India	Bibles for Russia	Maps	
Baure		brg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=brg	Bolivia			unknown						unknown						1																														language map: https://joshuaproject.net/languages/brg	
Bauria	Babri, Badak, Baori, Basria, Bawari, Bawaria, Bhoria, Vaghri	bge			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bge	India															1																														language map: https://joshuaproject.net/languages/bge	
Bauzi	Aumenefa, Gesda Dae, Neao, Baudi, Baudji, Baudzi, Bauri	bvz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bvz	Indonesia															1							https://www.globalrecordings.net/en/language/bvz																							language map: https://joshuaproject.net/languages/bvz	
Bayot	Baiot, Baiote, Bayotte, Bayote, Bayotte, Jola Bayote, Kugere-Kuxinge, Essin, Baiote	bda			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bda	Guinea-Bissau, Senegal	1		1												1							https://globalrecordings.net/en/langcode/bda					https://www.scriptureearth.org/data/bda/video/JESUSFilm-bda.txt																		language map: https://joshuaproject.net/languages/bda	
Bazigar		bfr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bfr	India															1																														language map: https://joshuaproject.net/languages/bfr	
Beaver	Castor, Dane-zaa, Dane-zaa Záágé, Danezaa, Dunne-za, Dunneza	bea			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bea	Canada															1						Makr (BE86SY): https://www.bible.com/en-GB/bible/2327/MAT.1	https://www.globalrecordings.net/en/language/bea	1																						language map: https://joshuaproject.net/languages/bea	
Bedamuni	Bedamini, Bedamuni, Mougulu, Komofio, North Beami, Beami, Mougulu	beo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=beo	Papua New Guinea															1						GODE EA SIA: IDA:IWANE GALA (BEO): https://www.bible.com/en-GB/bible/2441/MAT.1	https://globalrecordings.net/en/language/3929	1				https://www.scriptureearth.org/data/beo/video/JESUSFilm-beo.txt	https://www.scriptureearth.org/data/beo/video/LukeVideo-beo .txt																	language map: https://joshuaproject.net/languages/beo	
Bedawiyet	Beja, Beḍauye, Bedawi, Bedawiye, Bedja, Bedàwie, Biďaːwyéːt, Tibďaːwyě, To Bedawiat, To Bedawie, Tu Bdhaawi, Tu-Bedawie	bej			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bej	Egypt, Eritrea, Sudan															1							https://globalrecordings.net/en/language/bej					https://www.scriptureearth.org/data/bej/video/JESUSFilm-bej.txt																		language map: https://joshuaproject.net/languages/bej	
Beembe	Keenge, Yari, Kikeenge, Kinkeenge, Kiyari, Bembe, Kibeembe	beq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=beq	Congo															1							https://www.globalrecordings.net/en/language/beq					https://www.scriptureearth.org/data/beq/video/JESUSFilm-beq.txt																		language map: https://joshuaproject.net/languages/beq	
Behoa	Ako, Besoa	bep			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bep	Indonesia															1							https://www.globalrecordings.net/en/language/bep																							language map: https://joshuaproject.net/languages/bep	
Bekwarra	Bekworra, Ebekwara, Yakoro	bkv			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bkv	Nigeria															1					https://live.bible.is/bible/BKVWYI/Mat/1		https://www.globalrecordings.net/en/language/bkv					https://www.scriptureearth.org/data/bkv/video/JESUSFilm-bkv.txt																		language map: https://joshuaproject.net/languages/bkv	
Bekwel	Ebaa, Koolo, Mebeeza, Mekwoob, Zalagee, Bakwele, Bakwil, Bekwil, Esel, Essel, Okpele, Bekwie	bkw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bkw	Cameroon, Congo, Gabon															1							https://www.globalrecordings.net/en/language/bkw																							language map: https://joshuaproject.net/languages/bkw	
Bel	Bel, Graged, Mitebog, Ragetta, Rio, Sek, Siar, Siar-Ragetta, Szeak-Bagili, Tiara	gdd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=gdd	Papua New Guinea															1							https://www.globalrecordings.net/en/language/gdd																							language map: https://joshuaproject.net/languages/gdd	
Belize Kriol	Creola, Kriol, Northern Central America Creole English, Bileez Kriol, Belize Kriol English, Kriol, Miskito Coast Creole English, Western Caribbean Creole	bzj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bzj	Belize	27				1										1	1	https://play.google.com/store/apps/details?id=org.scriptureearth.bzj.nt.apk		New Testament: https://virtualstorehouse.org/products/belize-kriol-nt-bzj	https://live.bible.is/bible/BZJBSW/Mat/1	Di Nyoo Testiment eena Bileez Kriol (BZJNT): https://www.bible.com/bible/409/MAT.1	https://www.globalrecordings.net/en/language/bzj	1		https://www.scriptureearth.org/data/bzj/study/bzj.bbl.mybible										https://www.scriptureearth.org/data/bzj/video/bzj-JohnAnim.txt ## https://www.scriptureearth.org/data/bzj/video/bzj-JohnAnim-640.txt	https://www.scriptureearth.org/data/bzj/video/bzj-ScriptureAnim.txt ## https://www.scriptureearth.org/data/bzj/video/bzj-ScriptureAnim-640.txt									languages of Belize: https://maps.google.com/maps/ms?hl=en&ie=UTF8&msa=0&msid=205343742597758645576.00049d141beeda771f11d&t=h&z=7	
Belleh	Kuwaa, Belle, Kowaao, Kwaa	blh			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=blh	Liberia															1							https://www.globalrecordings.net/en/language/blh																							language map: https://joshuaproject.net/languages/blh	
Belorussian	Central Belarusian, Northeast Belarusian, Southwest Belarusian, Grodnen-Baranovich, Polots, Slutska-Mazyrski, Slutsko-Mozyr, Viteb-Mogilev, Belarusian, Belarusan, Bielorussian, Byelorussian, White Russian, White Ruthenian, Podlachian, Pudlaśka mova	bel			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bel	Belarus, Lithuania, Poland, Ukraine															1				Bible: https://www.zakbijbelbond.nl/en/belarusian-bibles/	 - Новы Запавет і Прыповесьці (Belarusian New Testament and Proverbs): https://live.bible.is/bible/BELJFC/Mat/1 ##  - 2003 Bible Society in the Republic of Belarus: https://live.bible.is/bible/BELBSB/MAT/1?audio_type=audio	Новы Запавет і Прыповесьці (НЗПрп): https://www.bible.com/bible/1573/MAT.1 ## Біблія (пераклад В. Сёмухі) (ББЛ): https://www.bible.com/bible/1723/MAT.1	https://www.globalrecordings.net/en/language/bel	1				https://www.scriptureearth.org/data/bel/video/JESUSFilm-bel.txt																			
Bembe	Beembe, Ebembe, Ibembe, Ebeembe, Kibembe	bmb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bmb	Democratic Republic of the Congo, Tanzania															1				Bible: https://www.zakbijbelbond.nl/en/bemba-bibles/	https://live.bible.is/bible/BMBABC/MRK/1		Bembe audio recordings: https://globalrecordings.net/en/language/1006					https://www.scriptureearth.org/data/bmb/video/JESUSFilm-bmb.txt																		language map: https://joshuaproject.net/languages/bmb	
Bena	Ilembula, Kilavungi, Kinamanga, Lupembe, Masakati, Masitu, Maswamu, Mavemba, Ngaveeta, Nyikolwe, Sovi, Twangabita, Ulanga, Kilavagi, Masagati, Sove, EkiBene, Ekibena, Ikibena, Kibena, ekiBena	bez			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bez	Tanzania															1																														language map: https://joshuaproject.net/languages/bez	
Benabena	Bena, Lower Bena, Middle Bena, Upper Bena	bef			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bef	Papua New Guinea	27				1										1	1	https://play.google.com/store/apps/details?id=org.wycliffe.bef.benabena.nt		New Testament: https://virtualstorehouse.org/products/benabena-nt-bef	https://live.bible.is/bible/BEFWBT/Mat/1		https://globalrecordings.net/en/language/449	1	https://www.scriptureearth.org/data/bef/study/BenabenaNT.jar	https://www.scriptureearth.org/data/bef/study/bef.bbl.mybible																				language map: https://joshuaproject.net/languages/bef	
Bench	Mer, She, Bencho, Benesho, Kaba, Mieru, Sce, Benchnon, Bencnon, Dizu	bcq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bcq	Ethiopia															1							https://www.globalrecordings.net/en/language/bcq					https://www.scriptureearth.org/data/bcq/video/JESUSFilm-bcq.txt																		language map: https://joshuaproject.net/languages/bcq	
Bengali	বাঙালি, Bangala, Bangla, Bangla-Bhasa, Mussolmani, Barisal, Khulna, Mymensingh, Noakhali, Barik, Bhatiari, Chirmar, Kachari-Bengali, Lohari-Malpaharia, Musselmani, Rajshahi, Samaria, Saraki, Siripuria, Kishanganjia	ben			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ben	Bangladesh, India, Nepal, Singapore			unknown						unknown						1		https://play.google.com/store/apps/details?id=org.ips.benbible.bengali		New Testament: https://virtualstorehouse.org/products/bengali-ben ## Bible in Bengali: http://www.bibles.com/catalogsearch/result/?q=bengali ## Bibles in Bengali: http://www.amazon.com/s/ref=nb_sb_noss_1?url=search-alias%3Daps&field-keywords=bengali+bible ## Bible: https://www.zakbijbelbond.nl/en/bengali-bibles/ ## https://multilanguagemedia.org/languages/bengali/	(Bengali Mussolmani Version): https://live.bible.is/bible/BENBBS/mat/1 ## (Bengali Common Language): https://live.bible.is/bible/BENCLV/mat/1 ## (Bengali Re-edit Old Bangla Version): https://live.bible.is/bible/BENRBV/mat/1 ## (Bengali Easy-to-Read Version): https://live.bible.is/bible/BENWTC/mat/1 ##  - Holy Bible, Bengali Contemporary Version: https://live.bible.is/bible/BENBIB/mat/1	বাংলা বাইবেল (BENIRV): https://www.bible.com/bible/1883/MAT.1 ## Pobitro Baibel (SBCL): https://www.bible.com/bible/155/MAT.1 ## পবিত্র বাইবেল O.V. (BSI) (BENGALI-BSI): https://www.bible.com/bible/1681/MAT.1 ## পবিএ বাইবেল CL Bible (BCL): https://www.bible.com/bible/1690/MAT.1 ## পবিত্র বাইবেল (কেরী ভার্সন) (ROVU): https://www.bible.com/bible/1791/MAT.1 ## কিতাবুল মোকাদ্দস (BACIB): https://www.bible.com/bible/809/MAT.1 ## Kitabul Mukkadas (MBCL): https://www.bible.com/bible/95/MAT.1 ## বাংলা সমকালীন সংস্করণ (BCV): https://www.bible.com/en-GB/bible/2412/MAT.1	Bengali: https://globalrecordings.net/en/langcode/ben	1				https://www.scriptureearth.org/data/ben/video/JESUSFilm-ben.txt							https://www.scriptureearth.org/data/ben/video/Magdalena-ben.txt								http://www.onestory-media.org/ben	http://www.freebiblesindia.in/bible/ben ## http://www.biblesindia.com		language map: https://joshuaproject.net/languages/ben	
Berik	Berick, Berrik, Sewan Teteris, Upper Tor	bkl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bkl	Indonesia															1							https://www.globalrecordings.net/en/language/bkl																							language map: https://joshuaproject.net/languages/bkl	
Berom	Bachi, Du, Fan, Foron, Gashish, Gyel, Heikpang, Kuru, Rim, Riyom, Ropp, Vwang, Zawan, Afango, Berum, Birom, Gbang, Kibbo, Kibbun, Kibo, Kibyen, Lêm Berom	bom			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bom	Nigeria															1			https://www.scriptureearth.org/data/bom/study/bom_Berom_Bible-5.2.apk			https://www.bible.com/bible/1591/MAT.1	https://www.globalrecordings.net/en/language/bom					https://www.scriptureearth.org/data/bom/video/JESUSFilm-bom.txt																		language map: https://joshuaproject.net/languages/bom	
Betawi	Anak Betawi, Batavi, Batavian, Batawi, Betawi Malay, Jakarta Malay, Melayu Betawi, Melayu Jakarte, Orang Betawi	bew			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bew	Indonesia															1																														language map: https://joshuaproject.net/languages/bew	
Bete, Daloa	Bété, Daloa, Daloua Bété, Northern Bété	bev			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bev	Côte dꞌIvoire															1							https://www.globalrecordings.net/en/language/bev																							language map: https://joshuaproject.net/languages/bev	
Bete, Guiberoua	Guiberoua, Soubré, Bété, Guiberoua, Central Bété, Western Bété, ʼbhɛtegbooʼmë, ʼbhɛtɩgbʋʋ ʼmö	bet			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bet	Côte dꞌIvoire															1		Appli: la Bible en bété de guiberoua - Nouveau Testament: https://play.google.com/store/apps/details?id=org.ipsapps.cotedivoire.bet.bete.guiberoua.bible										https://www.scriptureearth.org/data/bet/video/JESUSFilm-bet.txt																		carte des langues: https://joshuaproject.net/languages/bet	
Bete-Bendi	Bendi, Bete, Bette, Mbete, Bette-Bendi, Dama	btt			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=btt	Nigeria															1							https://www.globalrecordings.net/en/language/btt					https://www.scriptureearth.org/data/btt/video/JESUSFilm-btt.txt																		language map: https://joshuaproject.net/languages/btt	
Bezhta	Bazht', Bazht'al, Bechitin, Bexita, Bezheta, Bezhita, Bezhituri, Bezht'alas mits, Bezhti, Kapuch, Kapucha, Kapuchin, Kapuchin-Gunzib, Kapuchuri, Khvanal, Kiburabi, Kupuca, Bezht'alas mits, Bezhta proper, Khocharkhotin, Tlyadaly, Bazht'al, Bechitin, Bexita, Bezheta, Bezhita, Bezhituri, Bezhti, Bezhtin, Kapuch, Kapucha, Kapuchin, Kapuchin-Gunzib, Kapuchuri, Khvanal, Kiburabi, Kupuca	kap			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=kap	Georgia, Russia															1						Анкълова, Лука (KAPPROLUK): https://www.bible.com/bible/2172/MAT.1	https://www.globalrecordings.net/en/language/kap																						https://ibt.org.ru/en/media?id=BEZ ## https://ibt.org.ru/en/text?m=BEZ&l=Prov&g=0		
Bhadrawahi	भड्लाही, Baderwali, Badrohi, Bahi, Bhadarwahi, Bhaderbhai Jamu, Bhaderwali Pahari, Bhadrava, Bhadri, Bhalesi, Padari, Padar, Baderwali, Badrohi, Bahi, Bhadarwahi, Bhaderbhai Jamu, Bhaderwali Pahari, Bhadrava, Bhadri	bhd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bhd	India															1		https://play.google.com/store/apps/details?id=org.ips.bhdbible.bhadrawahi					https://globalrecordings.net/en/langcode/bhd					https://www.scriptureearth.org/data/bhd/video/JESUSFilm-bhd.txt															http://www.onestory-media.org/bhd	http://www.freebiblesindia.in/bible/bhd ## http://www.biblesindia.com		language map: https://joshuaproject.net/languages/bhd	
Bharia	Bhar, Bharat, Bhumia, Bhumiya, Paliha	bha			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bha	India															1							https://www.globalrecordings.net/en/language/bha																							language map: https://joshuaproject.net/languages/bha	
Bhatri	भतरी, Basturia, Bhatra, Bhattra, Bhattri, Bhottada, Bhottara, Deshia, Basturia, Bhatra, Bhattra, Bhattri, Bhottada, Bhottara, Deshia	bgw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bgw	India															1		https://play.google.com/store/apps/details?id=org.ips.bgwbible.bhatri					https://globalrecordings.net/en/langcode/bgw					https://www.scriptureearth.org/data/bgw/video/JESUSFilm-bgw.txt															http://www.onestory-media.org/bgw	http://www.freebiblesindia.in/bible/bgw ## http://www.biblesindia.com		language map: https://joshuaproject.net/languages/bgw	
Bhattiyali	Bhateali, Bhatiali Pahari, Bhatiyali, Pahari	bht			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bht	India															1							https://www.globalrecordings.net/en/language/bht																							language map: https://joshuaproject.net/languages/bht	
Bhilali	Parya Bhilali, Bhilala, Bhili	bhi			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bhi	India															1																														language map: https://joshuaproject.net/languages/bhi	
Bhili	Ahiri, Anarya, Bhilodi, Bhim, Charani, Habura, Konkani, Kotali, Labani, Magra Ki Boli, Nahari, Naikdi, Panchali, Patelia, Ranawat, Rani Bhil, Siyalgir, Valvi, Baglani, Kotvali, Kotwalia, Pahadi, Bhagoria, Bhil, Bhilbari, Bhilboli, Bhilla, Lengotia, Vil	bhb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bhb	India															1				Bible: https://www.zakbijbelbond.nl/en/konkani-bibles/								https://www.scriptureearth.org/data/bhb/video/JESUSFilm-bhb.txt																		language map: https://joshuaproject.net/languages/bhb	
Bhogoto	Bokoto, Bokpan, Gbaya of Boda, Gbaya de Boda, Ngata, Bhokoto, Bogodo, Bogoto, Bokodo, Bokpoto	bdt			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bdt	Central African Republic															1																														language map: https://joshuaproject.net/languages/bdt	
Bhojpuri	Bajpuri, Bhojapuri, Bhozpuri, Deswali, Khotla, Piscimas, Bhojpuri Tharu, Domra, Madhesi, Musahari, Northern Standard Bhojpuri, Southern Standard Bhojpuri, Western Standard Bhojpuri, Basti, Benarsi, Gorakhpuri, Kharwari, Purbi, Sarawaria, Bhojapuri, Bhozpuri, Deswali, Khotla, Piscimas, Bojpury, Mauritian Bhojpuri, Banarsi Boli, Bangar Boli, Kashika, Mallika, Purbi Boli, Sheikh Boli	bho			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bho	India, Mauritius, Nepal			unknown						unknown						1					https://live.bible.is/bible/BHOROV/MAT/1		https://globalrecordings.net/en/langcode/bho					https://www.scriptureearth.org/data/bho/video/JESUSFilm-bho.txt							https://www.scriptureearth.org/data/bho/video/Magdalena-bho.txt								http://www.onestory-media.org/bho			language map: https://joshuaproject.net/languages/bho	
Biak	Ariom, Bo'o, Bosnik, Dwar, Fairi, Jenures, Kamer, Korido, Korim, Mandusir, Mapia, Mios Num, Mofu, Monoarfu, Opif, Padoa, Penasifu, Rumberpon, Samberi, Sampori, Sor, Sorendidori, Sorido, Sundei, Wadibu, Wardo, Wari, Warsa, Yobi, Jobi, Mokmer, Bahasa Biak, Biak-Numfor, Mafoor, Mafoorsch, Mefoor, Myfoorsch, Noefoor, Noefoorsch, Nufoor, Wós Kovedi, Wós Vyak	bhw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bhw	Indonesia															1							https://www.globalrecordings.net/en/language/bhw					https://www.scriptureearth.org/data/bhw/video/JESUSFilm-bhw.txt																		language map: https://joshuaproject.net/languages/bhw	
Biali	Berba, Bieri, Bjerb, Bjeri, Burba, Dassari, Gouande, Materi, Pingou, Porga, Tangeta, Tihoun, Bialaba, Byali	beh	02800		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=beh&ROD_Code=02800	Benin, Burkina Faso															1							https://www.globalrecordings.net/en/language/beh																								
Biangai	Ngowiye, Yongolei	big			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=big	Papua New Guinea	27				1										1	1	https://play.google.com/store/apps/details?id=org.wycliffe.big.biangai.nt		New Testament: https://virtualstorehouse.org/products/biangai-nt-big			https://globalrecordings.net/en/language/436	1	https://www.scriptureearth.org/data/big/study/BiangaiNT.jar	https://www.scriptureearth.org/data/big/study/big.bbl.mybible																				language map: https://joshuaproject.net/languages/big	
Bicolano Central	Daet, Legazpi, Naga, Partido, Legapi, Bikol, Central, Bikol, Central Bicolano	bcl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bcl	Philippines															1							https://www.globalrecordings.net/en/language/bcl					https://www.scriptureearth.org/data/bcl/video/JESUSFilm-bcl.txt																		language map: https://joshuaproject.net/languages/bcl	
Bidayuh, Biatah	Biatah, Bideyu, Landu, Lundu, Pueh, Siburan, Stang, Tibia, Bisitaang, Sitaang, Bikuab, Kuap, Quop, Sentah	bth			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bth	Indonesia, Malaysia															1							https://www.globalrecordings.net/en/language/bth																								
Biete	Biate, Baite, Bedesa, Beite, Bete, Beteh, Hadem	biu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=biu	India															1					https://live.bible.is/bible/BIUFUL/mat/1		https://www.globalrecordings.net/en/language/biu																							language map: https://joshuaproject.net/languages/biu	
Bijago	Anhaqui, Formosa, Kagbaaga, Kajoko, Kamona, Karanguna, Kasuga, Kavrama, Anhaki, Caravela, Orango, Uno, Bidyogo, Bijogo, Bijougot, Bijuga, Budjago, Bugago	bjg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bjg	Guinea-Bissau															1																														language map: https://joshuaproject.net/languages/bjg	
Bikol, Buhiꞌnon	Bikol, Buhi'non, Bikol Buhi, Boie'nen, Boînan, Buhi, Buhi'non, Buhi-non	ubl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ubl	Philippines															1							https://www.globalrecordings.net/en/language/ubl																							language map: https://joshuaproject.net/languages/ubl	
Bilaspuri	बिलासपुरी, Bilaspuri Pahari, Kahluri, Kehloori Pahari, Kehluri, Pacchmi, Bilaspuri Pahari, Kahluri, Kehloori Pahari, Kehluri, Pacchmi	kfs			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=kfs	India															1		https://play.google.com/store/apps/details?id=org.ips.kfsbible.bilaspuri					https://globalrecordings.net/en/language/2441																				http://www.onestory-media.org/kfs	http://www.freebiblesindia.in/bible/kfs ## http://www.biblesindia.com		language map: https://joshuaproject.net/languages/kfs	
Bima	Kolo, Mbojo, Sangar, Toloweri, Sanggar, Bimanese	bhp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bhp	Indonesia															1																														language map: https://joshuaproject.net/languages/bhp	
Bimin	Bim, Nimtep Weng	bhl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bhl	Papua New Guinea	27				1		4		4						1	1	https://play.google.com/store/apps/details?id=org.wycliffe.bhl.bimin.pb		New Testament with Old Testament portions: https://virtualstorehouse.org/products/bimin-bible-bhl	https://live.bible.is/bible/BHLPNG/Mat/1		https://globalrecordings.net/en/language/3048	1	https://www.scriptureearth.org/data/bhl/study/BiminPB.jar	https://www.scriptureearth.org/data/bhl/study/bhl.bbl.mybible		https://www.scriptureearth.org/data/bhl/video/JESUSFilm-bhl.txt																		language map: https://joshuaproject.net/languages/bhl	
Bimoba	Moar, Moor	bim			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bim	Ghana															1						Yennu Gbounpaauŋ Mɔɔr (BIM): https://www.bible.com/bible/1838/MAT.1	https://www.globalrecordings.net/en/language/bim					https://www.scriptureearth.org/data/bim/video/JESUSFilm-bim.txt																		language map: https://joshuaproject.net/languages/bim	
Binandere	Ioma Binandere	bhg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bhg	Papua New Guinea															1							https://www.globalrecordings.net/en/language/bhg	1																						language map: https://joshuaproject.net/languages/bhg	
Bine	Oriomo, Pine, Boze-Giringarede, Irupi-Drageli, Kunini, Masingle, Sebe, Sogal, Tate, Pine	bon			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bon	Papua New Guinea	27				1										1	1	https://play.google.com/store/apps/details?id=org.wycliffe.bon.bine.nt		New Testament: https://virtualstorehouse.org/products/bine-nt-bon	https://live.bible.is/bible/BONPNG/Mar/1		https://globalrecordings.net/en/langcode/bon	1	https://www.scriptureearth.org/data/bon/study/BineNT.jar	https://www.scriptureearth.org/data/bon/study/bon.bbl.mybible		https://www.scriptureearth.org/data/bon/video/JESUSFilm-bon.txt																		language map: https://joshuaproject.net/languages/bon	
Binukid	Binokid, Binukid Manobo, Bukidnon, Talaandig	bkd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bkd	Philippines	27				1				unknown						1		https://play.google.com/store/apps/details?id=org.scriptureearth.bkd.nt.apk		New Testament: https://virtualstorehouse.org/products/binukid-nt-bkd	https://live.bible.is/bible/BKDWBT/Mat/1	Lalang hu Dios (BKDNT): https://www.bible.com/bible/1117/MAT.1	https://globalrecordings.net/en/language/300	1		https://www.scriptureearth.org/data/bkd/study/bkd.bbl.mybible		https://www.scriptureearth.org/data/bkd/video/JESUSFilm-bkd.txt								https://www.scriptureearth.org/data/bkd/video/bkd-JohnSlide.txt ## https://www.scriptureearth.org/data/bkd/video/bkd-JohnSlide-download.txt	https://www.scriptureearth.org/data/bkd/video/bkd-ScrSlide.txt ## https://www.scriptureearth.org/data/bkd/video/bkd-ScrSlide-download.txt									language map: https://joshuaproject.net/languages/bkd	
Binumarien	Binamarir, Binumaria, Binumaria	bjr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bjr	Papua New Guinea	27				1		2		2						1	1	https://play.google.com/store/apps/details?id=org.wycliffe.bjr.binumarien.nt		New Testament: https://virtualstorehouse.org/products/binumarien-nt-with-ot-portions-bjr	https://live.bible.is/bible/BJRWBT/Mat/1 ## https://live.bible.is/bible/BJRWBT/MAT/1		https://globalrecordings.net/en/program/C16261	1	https://www.scriptureearth.org/data/bjr/study/BinumarienScriptures.jar	https://www.scriptureearth.org/data/bjr/study/bjr.bbl.mybible																				language map: https://joshuaproject.net/languages/bjr	
Birifor, Northern	Birifor, Wile, Birifor, Malba, Birafour, Birifo, Bɩrfʋɔr, Malba, Malba-Birifor, Ngmalba, Nmalba, Northern Birifor	bfo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bfo	Burkina Faso															1							https://www.globalrecordings.net/en/language/bfo					https://www.scriptureearth.org/data/bfo/video/JESUSFilm-bfo.txt																		language map: https://joshuaproject.net/languages/bfo	
Birifor, Southern	Birifo, Berfoɔr, Birfoɔr, Birifor, Bɩ rfʊ ɔ r, Ghana Birifor, Lobi	biv			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=biv	Côte dꞌIvoire, Ghana															1						A Nãaŋmɩn Nɛtɩr Oaalaa Gãn, Bɩrfʊɔr (BIV): https://www.bible.com/en-GB/bible/2148/MAT.1	https://www.globalrecordings.net/en/language/biv					https://www.scriptureearth.org/data/biv/video/JESUSFilm-biv.txt																			
Bishnupriya	Madai Gang, Rajar Gang, Bishnupria, Bishnupriya, Bishnupriya Manipuri, Bisna Puriya, Leimanai, Ningthaunai, Bishnupria Manipuri	bpy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bpy	Bangladesh, India															1							https://www.globalrecordings.net/en/language/bpy																							language map: https://joshuaproject.net/languages/bpy	
Bislama	Bichelamar	bis			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bis	New Caledonia, Vanuatu															1						Baebol Long Bislama (BBR): https://www.bible.com/bible/1923/MAT.1	https://www.globalrecordings.net/en/language/bis					https://www.scriptureearth.org/data/bis/video/JESUSFilm-bis.txt																			
Bissa	Barka, Gormine, Lebir, Lere, Bisa, Bissa-Barka, Bɩsa, Boussanse, Baraka, Eastern Bisa, Western Bisa, Busansi	bib			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bib	Burkina Faso, Ghana, Togo															1							https://www.globalrecordings.net/en/language/bib					https://www.scriptureearth.org/data/bib/video/JESUSFilm-bib.txt																			
