English Language Name	Alternate Language Name	iso	rod	var	URL	Country(ies)	NT PDF count	NT Audio count	NT Partial PDF count	NT Partial Audio count	NT PDF Whole count	NT Audio Whole count	OT PDF count	OT Audio count	OT Partial PDF count	OT Partial Audio count	OT PDF Whole count	OT Audio Whole count	Bible PDF count	Bible Audio count	Scripture App Builder HTML (SE)	Online Viewer (SE)	Google Play (Android app) (SE)	Android App (SE version)	Buy	BibleIs	YouVersion	GRN	eBible	GoBible (SE)	MySword (Android) (SE)	Playlist Audio (SE)	Jesus Film	Luke Vidoe	John Video	Acts Video	Genesis Video	God's Story Video	The Good Samaritan Video	Magdalena Video	John Animation Video (SE)	Scripture Animation Video (SE)	The Last Day Video	Story of Jesus for Children Video	History	5fish	iTunes	One Story	Bibles for India	Bibles for Russia	Maps	
Guianese Creole French	French Guianese Creole French, Guyanais, Guyane, Guyane Creole, Patois, Patwa	gcr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gcr	French Guiana																					Guyana French Creole Gospel of John: https://www.bible.com/en-GB/bible/2963/MAT.1	https://www.globalrecordings.net/en/language/gcr																							language map: https://joshuaproject.net/languages/gcr	
Guiziga, South	Mi Mijivin, Muturami, Rum, Giziga de Midjivin, Giziga de Moutouroua, Loulou, Muturua, Muturwa, Giziga, Gisiga, Gisika, Guiziga, Marva, South Giziga	giz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=giz	Cameroon																				https://live.bible.is/bible/GIZBSC	https://www.bible.com/bible/550/MAT.1	https://www.globalrecordings.net/en/language/giz					https://www.scriptureearth.org/data/giz/video/JESUSFilm-giz.txt																		language map: https://joshuaproject.net/languages/giz	
Gujarati	ગુજરાતી, Gujerathi, Gujerati, Gujrathi, Gamadia, Kakari, Kathiyawadi, Kharwa, Parsi, Standard Gujarati, Tarimuki, Ahmedabad Gamadia, Anawla, Bhawnagari, Brathela, Charotari, Eastern Broach Gujarati, Ghisadi, Gohilwadi, Gramya, Holadi, Jhalawadi, Mumbai Gujarati, Nagari, Patani, Patidari, Patnuli, Saurashtra Standard, Sorathi, Surati, Vadodari	guj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=guj	India, Kenya, Pakistan, Singapore, Tanzania, Zambia																	https://play.google.com/store/apps/details?id=org.ips.gujbible.gujarati		Bible: https://www.zakbijbelbond.nl/en/guarani-bibles/ ## https://multilanguagemedia.org/languages/gujarati/	https://live.bible.is/bible/GUJWTC ## - Gujarati New India Bible: https://live.bible.is/bible/GUJLPF	ગુજરાતી બાઇબલ (GUJBCS): https://www.bible.com/bible/1911/MAT.1 ## પવિત્ર બાઇબલ C.L. (GUJCL-BSI): https://www.bible.com/bible/1848/MAT.1 ## પવિત્ર બાઇબલ O.V. (BSI) (GUJOV-BSI): https://www.bible.com/bible/1691/MAT.1 ## પવિત્ર બાઈબલ (GERV): https://www.bible.com/en-GB/bible/2561/MAT.1	https://globalrecordings.net/en/langcode/guj	1				https://www.scriptureearth.org/data/guj/video/JESUSFilm-guj.txt							https://www.scriptureearth.org/data/guj/video/Magdalena-guj.txt				https://www.jesusfilm.org/watch/jfp-interests-student-resources.html/the-story-of-jesus-for-children/gujarati.html					http://www.freebiblesindia.in/bible/guj ## http://www.biblesindia.com		language map: https://joshuaproject.net/languages/guj	
Gujari		gju			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gju	Afghanistan, India, Pakistan																																										http://www.onestory-media.org/gju			language map: https://joshuaproject.net/languages/gju	
Gulei	Gulay, Pen, Peni, Goulai, Goulaye, Goulei, Gouley, Gulai, Guley	gvl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gvl	Chad																				https://live.bible.is/bible/GVLABT	https://www.bible.com/bible/815/MAT.1	https://www.globalrecordings.net/en/language/gvl																							language map: https://joshuaproject.net/languages/gvl	
Gullah	Geechee, Sea Isaland Creole, Sea Island Creole English	gul			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gul	United States	27	45		45	1										1		https://play.google.com/store/apps/details?id=org.scriptureearth.gul.nt.apk				https://www.bible.com/ur/bible/585/MAT.1	https://globalrecordings.net/en/language/3947	1		https://www.scriptureearth.org/data/gul/study/gul.bbl.mybible			https://www.scriptureearth.org/data/gul/video/gul-LukeVideo.txt ## https://www.scriptureearth.org/data/gul/video/gul-LukeVideo-download.txt							https://www.scriptureearth.org/data/gul/video/gul-JohnSlide.txt ## https://www.scriptureearth.org/data/gul/video/gul-JohnSlide-download.txt										language map: https://joshuaproject.net/languages/gul	
Gumatj	Gomadj, Gumait, Gumaj, Mangalili, Gumait, Gumaj	gnn	4309		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gnn&rod=4309	Australia																					Gumatj Shorter Bible (GNNNTOTPO): https://www.bible.com/bible/2006/MAT.1	https://globalrecordings.net/en/language/4309	1					https://www.scriptureearth.org/data/gnn/video/gnn-Gumaji LUKE-YouTube-links.txt																	language map: https://joshuaproject.net/languages/gnn	
Gumawana	Domdom, ,, Gumasi, Gumasila	gvs			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gvs	Papua New Guinea		260				1									1					- 2019 Stonegate Bible Fellowship: https://live.bible.is/bible/GVSWYI/		https://www.globalrecordings.net/en/language/gvs	1												https://www.scriptureearth.org/data/gvs/video/gvs-JohnSlide.txt ## https://www.scriptureearth.org/data/gvs/video/gvs-JohnSlide-640.txt	https://www.scriptureearth.org/data/gvs/video/gvs-ScrSlide.txt ## https://www.scriptureearth.org/data/gvs/video/gvs-ScrSlide-640.txt									language map: https://joshuaproject.net/languages/gvs	
Gumuz	Agalo, Dibate, Guba, Mandura, Metemma, Sirba, Wenbera, Yaso, B'ega, Bega-Tse, Debatsa, Debuga, Dehenda, Gombo, Gumis, Gumz, Kadallu, Mendeya, Sa-B'aga, Sa-Gumuz, Sigumza, Dakunza, Dekoka, Dewiya, Disoha, Jemhwa, Kukwaya, Modea, Sai, Sese, Degoja, Desua, Dugunza, Dukuna, Dukunza, Ganza, Gunza, Saysay, Deguba, Shankillinya, Shanqilla	guk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=guk	Ethiopia, Sudan																				https://live.bible.is/bible/GUKBSE		https://www.globalrecordings.net/en/language/guk					https://www.scriptureearth.org/data/guk/video/JESUSFilm-guk.txt																			
Gun-Alada	Ajra, Alada, Seto, Toli, Alada-Gbe, Seto-Gbe, Toli-Gbe, Gun, Egun, Goun, Gu, Gugbe, Gun-Gbe, Gungbe, Asento, Gbekon, Phela, Savi, Weme	guw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=guw	Benin, Nigeria																				https://live.bible.is/bible/GUWNVS	BIBLU WIWE LỌ 1923 (BWL23): https://www.bible.com/en-GB/bible/2405/MAT.1	https://globalrecordings.net/en/language/2751					https://www.scriptureearth.org/data/guw/video/JESUSFilm-guw.txt																			
Gungu	Highland Gungu, Lowland Gungu, Lugungu, Rugungu	rub			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=rub	Uganda																				https://live.bible.is/bible/RUBWBT	Lugungu Bible (RUB): https://www.bible.com/bible/1837/MAT.1	https://www.globalrecordings.net/en/language/rub	1				https://www.scriptureearth.org/data/rub/video/JESUSFilm-rub.txt																		language map: https://joshuaproject.net/languages/rub	
Gunwinggu	Gumadir, Gundjeipme, Gunei, Mayali, Muralidban, Gundjeihmi, Kune, Bininj Gun-Wok, Gunawitji, Gunwinjgu, Gunwinygu, Kuninjku, Kunwinjku	gup			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gup	Australia																					God Nuye Kunwok 2018 (GUP2018): https://www.bible.com/en-GB/bible/2256/MAT.1	https://www.globalrecordings.net/en/language/gup	1																						language map: https://joshuaproject.net/languages/gup	
Gurage Chaha	Chaha, Ezha, Gumer, Gura, Gyeto, Muher, Cheha, Eza, Gwemarra, Izha, Muxir, Sebat Bet Gurage, Central West Gurage, Gouraghie, Gurage, Guragie, Gurague, West Gurage	sgw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=sgw	Ethiopia																				https://live.bible.is/bible/SGWBSE		https://www.globalrecordings.net/en/language/sgw					https://www.scriptureearth.org/data/sgw/video/JESUSFilm-sgw.txt							https://www.scriptureearth.org/data/sgw/video/Magdalena-sgw.txt											language map: https://joshuaproject.net/languages/sgw	
Gurage, Sodo	Dobi, Soddo, Aymallal, Aymellel, Dobbi, Goggot, Gogot, Kestane, Kistane, North Gurage, Soddo Gurage	gru			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gru	Ethiopia																											https://www.scriptureearth.org/data/gru/video/JESUSFilm-gru.txt																		language map: https://joshuaproject.net/languages/gru	
Gurinji	Malngin, Wanyjirra, Wandjirra, Gurinji, Wurlayi	gue			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gue	Australia																					Gurindji (Ruth) (GUE): https://www.bible.com/en-GB/bible/2417/MAT.1	https://www.globalrecordings.net/en/language/gue	1																						language map: https://joshuaproject.net/languages/gue	
Guro	Baba, Dalo, Dipa, Golo, Gouro, Ku, Kweni, Kwéndré, Lo	goa			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=goa	Côte dꞌIvoire																											https://www.scriptureearth.org/data/goa/video/JESUSFilm-goa.txt																		language map: https://joshuaproject.net/languages/goa	
Gurung	Gurung Kura, Tamu Kyi, Western Gurung, Central dialect of Gurung, Daduwa	gvr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gvr	Bhutan, India, Nepal															1		https://play.google.com/store/apps/details?id=org.wycliffe.gvr.gurung.bible				परमेश्‍वरए ताँ तमु क्युइर (GCMB): https://www.bible.com/en-GB/bible/2468/MAT.1		1				https://www.scriptureearth.org/data/gvr/video/JESUSFilm-gvr.txt																			
Gutob Gadaba	Birong Raji, Kinda Raji, Koraput, Lamtaput, Boi Gadaba, Gadba, Gadwa, Godwa, Gudwa, Gutob, Gutop	gbj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gbj	India																						https://www.globalrecordings.net/en/language/gbj					https://www.scriptureearth.org/data/gbj/video/JESUSFilm-gbj.txt																		language map: https://joshuaproject.net/languages/gbj	
Guyanese Creole English	Creolese, Guyanese Creole, Afro-Guyanese Creole, Indo-Guyanese Creole, Rupununi, Guyanese Creole	gyn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gyn	Guyana, Suriname																						https://www.globalrecordings.net/en/language/gyn					https://www.scriptureearth.org/data/gyn/video/JESUSFilm-gyn.txt																		language map: https://joshuaproject.net/languages/gyn	
Gwahatike	Dahating, Gwatike, Gohing, Gora, Gwahamere, Gwapti, Gwaha	dah			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=dah	Papua New Guinea	27				1											1	https://play.google.com/store/apps/details?id=org.wycliffe.dah.gwahatike.nt		New Testament: https://virtualstorehouse.org/products/gwahatike-nt-dah	https://live.bible.is/bible/DAHPNG	https://www.bible.com/bible/939/MAT.1	https://www.globalrecordings.net/en/language/dah	1		https://www.scriptureearth.org/data/dah/study/dah.bbl.mybible			https://www.scriptureearth.org/data/dah/video/LukeVideo-dah.txt		https://www.scriptureearth.org/data/dah/video/ActsVideo-dah.txt	https://www.scriptureearth.org/data/dah/video/GenesisVideo-dah.txt														language map: https://joshuaproject.net/languages/dah	
Gwere	Bagwere, Lugwere, Olugwere, oLugwere	gwr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gwr	Uganda																				https://live.bible.is/bible/GWRWBT	ENdagaano eMpyaka omu Lugwere (GWR): https://www.bible.com/en-GB/bible/2299/MAT.1	https://www.globalrecordings.net/en/language/gwr	1				https://www.scriptureearth.org/data/gwr/video/JESUSFilm-gwr.txt																		language map: https://joshuaproject.net/languages/gwr	
Gwichꞌin	Kutchin, Arctic Red River, Arctic Village Gwich'in, Fort Yukon Gwich'in, Western Canada Gwich'in, Loucheux, Takudh, Tukudh, Gwich'in, Dinju Zhuh K'yuu	gwi			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gwi	Canada, United States	27	260			1	1										1	https://play.google.com/store/apps/details?id=org.scriptureearth.gwi.nt.apk		New Testament: https://virtualstorehouse.org/collections/canada/products/gwichin-nt-gwi	https://live.bible.is/bible/GWIG11	https://www.bible.com/bible/600/MAT.1	https://www.globalrecordings.net/en/language/gwi	1		https://www.scriptureearth.org/data/gwi/study/gwi.bbl.mybible			https://www.scriptureearth.org/data/gwi/video/LukeVideo-gwi.txt																	indigenous Languages of Canada: https://maps.google.com/maps/ms?hl=en&ie=UTF8&msa=0&ll=55.825973,-104.0625&spn=26.211325,90.087891&t=h&z=4&msid=205343742597758645576.00049d0c7077dfbdb1efb ## indigenous Languages of the United States: https://maps.google.com/maps/ms?hl=en&ie=UTF8&msa=0&ll=46.800059,-121.113281&spn=63.12127,180.175781&t=h&z=3&msid=205343742597758645576.00049d0ce25d9ad8ea179	
Gyazi	Bolu, Geji, Zaranda, Buu, Gaejawa, Gezawa, Gyaazi, Magang, Pelu, Gejawa, Kayauri	gji			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gji	Nigeria																											https://www.scriptureearth.org/data/gji/video/JESUSFilm-gji.txt																		language map: https://joshuaproject.net/languages/gji	
Hadiyya	Leemo, Soro, Adea, Adiya, Adiye, Hadia, Hadiya, Hadiyyisa, Hadya	hdy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hdy	Ethiopia																				https://live.bible.is/bible/HDYHDY		https://www.globalrecordings.net/en/language/hdy					https://www.scriptureearth.org/data/hdy/video/JESUSFilm-hdy.txt																		language map: https://joshuaproject.net/languages/hdy	
Hadothi	Haroti, Hadauti, Hadoti, Hara, Harauti	hoj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hoj	India																											https://www.scriptureearth.org/data/hoj/video/JESUSFilm-hoj.txt																		language map: https://joshuaproject.net/languages/hoj	
Haida, Northern	Masset, Xaad Kil, Xaat Kíl	hdn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hdn	Canada, United States																					Haida Matthew, Luke, John and Acts 1891-99 (HAIDA): https://www.bible.com/en-GB/bible/2498/MAT.1	https://www.globalrecordings.net/en/language/hdn																							language map: https://joshuaproject.net/languages/hdn	
Haitian Creole	Creole, Haitian, Fablas, Plateau Haitian Creole, Ayisyen, Kreyol, Kreyòl, Kreyòl Ayisyen, Western Caribbean Creole, créole haïtien	hat			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hat	Cuba, Dominican Republic, Haiti																			Bible: https://www.zakbijbelbond.nl/en/haitian-creole-bibles/ ## https://multilanguagemedia.org/languages/haitian-creole/	- Haitian 1999 Edition: https://live.bible.is/bible/HATSBH ## - Haitian Creole 1985 Edition: https://live.bible.is/bible/HATHCB ## - 2016 Edition: https://live.bible.is/bible/HATBIV	1998 Haïtienne (HAT98): https://www.bible.com/bible/1957/MAT.1 ## Nouvo Testaman: Vèsyon Kreyòl Fasil (VKF): https://www.bible.com/en-GB/bible/2474/MAT.1	https://globalrecordings.net/en/language/19	1				https://www.scriptureearth.org/data/hat/video/JESUSFilm-hat.txt							https://www.scriptureearth.org/data/hat/video/Magdalena-hat.txt				https://www.jesusfilm.org/watch/jfp-interests-student-resources.html/the-story-of-jesus-for-children/creole-french-haitian.html								
Hajong	Hajang, Banai, Dalu, Haijong, Hajong Bhasa, Hazong	haj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=haj	Bangladesh, India																											https://www.scriptureearth.org/data/haj/video/JESUSFilm-haj.txt																			
Hakhun	Hasik, Have, Higsho, Higtsii, Kimsing, Longphi, Lungchang, Lungri, Miti, Moklum, Mosang, Mungray, Ngemu, Phong, Rongrang, Ronrang, Sangche, Sangwal, Taipi, Tikhak, Tonglim, Tutsa, Yogli, Yongkuk, Awla, Awlay, Chamchang, Havoy, Hewa, Jugli, Khemsing, Laju, Lazu Naga, Longkhi, Morang, Ollo Naga, Poerah, Ponthai, Sanke, Sechu, Shangge, Shechu, Tangrim, Tutcha, Yukok, Naga, Tangsa, Cham Chang, Rangpan, Tangsa, Tangshang, Tase, Tase Naga, Tasey, Asen, Bote, Chamkok, Champhang, Cholim, Chuyo, Gaha, Gakat, Gaqchan, Gawkchung, Hacheng, Hachum, Hakhü, Haman, Hapaw, Henchin, Hokuq, Jöngi, Kaishan, Khalak, Kon, Kotlum, Kumka, Lakki, Lama, Lochang, Lonyung, Lumnu, Lungkhi, Maitai, Miku, Moshang, Mungre, Nahen, Ngaimong, Pingku, Ranchi, Ranu, Rara, Rasa, Rera, Riha, Ringkhu, Sansik, Shangti, Shangwan, Shecyü, Shokra, Toke, Yangno, Aasen, Bongtai, Butay, Changwan, Chawang, Chumnyu, Chumsa, Dongai, Donghee, Dongi, Gachung, Gakhi, Gakhun, Galawn, Galun, Gaman, Gashan, Hachi, Hakhii, Hakyai, Halum, Hansin, Hatse, Hkalak, Hteinpa, Kaisan, Kawlum, Kochong, Kum Ga, Kumga, Kyawan, Kyetsan, Lakai, Lanchein, Langshin, Longkhai, Lulum, Maihku, Maimong, Mawrang, Mawshang, Meitei, Mitay, Nahim, Nahin, Ngaimau, Nokpa, Nukpa, Pyengoo, Rangchein, Rangkhu, Raqsa, Sanching, Sangtai, Sawkrang, Shaekjeng, Shaekyeu, Shangchein, Shangthi, Shangwal, Shaukra, Shawvel, Sheiknyo, Shekyü, Shograng, Siknyo, Sikpo, Tamko, Tawkay, Tawlum, Thamkok, Thamphang, Tulim, Tulum, Wakka, Wanga, Wanggu, Wangoo, Yasa, Yawngkon, Yongkon, Naga, Tangshang, Haimi, Hawa, Heimi, Kuwa, Pangmi, Pangwa, Rangpang, Tangwa	nst			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=nst	India, Myanmar																				 - 2019 Edition: https://live.bible.is/bible/NSTNOV/ ## - Evangel Bible Translators: https://live.bible.is/bible/NSTEBT	https://www.bible.com/bible/1543/MAT.1 ## Hawa Naga Bible 2001 (HNOT01): https://www.bible.com/en-GB/bible/2478/MAT.1	https://www.globalrecordings.net/en/language/nst					https://www.scriptureearth.org/data/nst/video/JESUSFilm-nst.txt																			
Hakka	Chinese, Hakka, Changting, Hailu, Huayang, Huizhou, Ning-Long, Pingdong, Tingzhou, Tonggu, Yue-Tai, Yuebei, Yuezhong, Yugui, Longnan, Meixian, Min-Ke, Raoping, Taiwan Kejia, Hokka, Ke, Kechia, Kejia, Majiahua, Tu Guangdonghua, Xinminhua, Her Po, Loong Chun, Kehia, Kek, Khek, Sanhsien, Hi-Lu, Hoilluk, Hoiluk, Shi Xien, Shigen, Shixien	hak			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hak	Brunei, Cambodia, China, French Guiana, French Polynesia, Hong Kong, Indonesia, Malaysia, Panama, Singapore, Suriname, Taiwan, Thailand																				 - Today's Taiwanese Hakka Bible: https://live.bible.is/bible/HAKTHV ##  - Taiwan Hakka New Testament (Romanised): https://live.bible.is/bible/HAKTNT	https://www.bible.com/bible/1806/MAT.1 ## HAK-NGÎ SṲN-KÎN – Hien-thoi Thòi-vân Hak-ngî Yi̍t-pún – Sîn-Khiu Yo: https://www.bible.com/en-GB/bible/2408/MAT.1	https://www.globalrecordings.net/en/language/hak					https://www.scriptureearth.org/data/hak/video/JESUSFilm-hak.txt															http://www.onestory-media.org/hak				
Halbi	हलबी, Bastari, Halabi, Halba, Halvas, Halvi, Mahari, Mehari, Adkuri, Bhunjia, Chandari, Gachikolo, Govari of Balaghat, Kawari, Kunbi, Muri, Sundi, Mahara, Muria, Holva	hlb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hlb	India																	https://play.google.com/store/apps/details?id=org.cic.scripture.halbi.nt			Masihi Sahithya Sanstha - MSS Edition: https://live.bible.is/bible/HLBMSS		https://globalrecordings.net/en/langcode/hlb					https://www.scriptureearth.org/data/hlb/video/JESUSFilm-hlb.txt																http://www.freebiblesindia.in/bible/hlb		language map: https://joshuaproject.net/languages/hlb	
Halia	Tasi, Hanahan, Hangan, Selau, Touloun, Tulon, Tulun	hla			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hla	Papua New Guinea	27				1										1		https://play.google.com/store/apps/details?id=org.wycliffe.hla.halai.nt		New Testament: https://virtualstorehouse.org/products/halia-nt-hla	https://live.bible.is/bible/HLAPNG	U Bulungana U Niga (HLANT): https://www.bible.com/bible/955/MAT.1	https://globalrecordings.net/en/language/3581	1	https://www.scriptureearth.org/data/hla/study/HaliaNT.jar	https://www.scriptureearth.org/data/hla/study/hla.bbl.mybible		https://www.scriptureearth.org/data/hla/video/JESUSFilm-hla.txt																		language map: https://joshuaproject.net/languages/hla	
Hanga	Northern Hanga, Southern Hanga, Anga	hag			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hag	Ghana																				https://live.bible.is/bible/HAGGIL	https://www.bible.com/bible/1499/MAT.1	https://www.globalrecordings.net/en/language/hag					https://www.scriptureearth.org/data/hag/video/JESUSFilm-hag.txt																		language map: https://joshuaproject.net/languages/hag	
Hanga Hundi	Kwasengen, West Wosera	wos			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=wos	Papua New Guinea															1		https://play.google.com/store/apps/details?id=org.wycliffe.wos.hungahundi			https://live.bible.is/bible/WOSWBT		https://www.globalrecordings.net/en/language/wos	1	https://www.scriptureearth.org/data/wos/study/GodnaHundi.jar	https://www.scriptureearth.org/data/wos/study/wos.bbl.mybible																				language map: https://joshuaproject.net/languages/wos	
Hani, Haya	Hani, Ha Nhi, Hanhi, Hani Proper, Haw, Hayi, Hànhì, U Ní, Uni, Xauni, Xá U Ní	hni			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hni	China, Laos, Vietnam																											https://www.scriptureearth.org/data/hni/video/JESUSFilm-hni.txt																			
Haniq, Beeqhongq	Baihong, Haoni, Hao-Bai, Ho, Ouni, Uni, Woni	how			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=how	China																						https://www.globalrecordings.net/en/language/how					https://www.scriptureearth.org/data/how/video/JESUSFilm-how.txt																		language map: https://joshuaproject.net/languages/how	
Hano	Nggasai, Kasai, Bwatvenua, Lamalanga, Loltong, Nonda, North Pentecost Language, North Raga, Qatvenua, Raga, Raxa, Vunmarama	lml			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lml	Vanuatu																					Hano Niu Testamen (HNB): https://www.bible.com/en-GB/bible/2634/MAT.1	https://www.globalrecordings.net/en/language/lml					https://www.scriptureearth.org/data/lml/video/JESUSFilm-lml.txt																		language map: https://joshuaproject.net/languages/lml	
Hanunoo	Binli, Bulalakawnon, Gubatnon, Kagankan, Waigan, Wawan, Gubat, Sorsogonon, Hanonoo, Hanunoo-Mangyan, Mangyan, minaŋyan	hnn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hnn	Philippines																				https://live.bible.is/bible/HNNOMF		https://www.globalrecordings.net/en/language/hnn																							language map: https://joshuaproject.net/languages/hnn	
Harakmbut	Amarakaeri, Amaracaire, Amarakaire, Kisambaeri, Arakmbut, Arakmbut Háte, Harakmbut, Haté, Kareneri, Kochimberi, Küpondirideri, Wakitaneri, Wintaperi, aratbuten hua'a	amr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=amr	Peru	27				1										1	1	https://play.google.com/store/apps/details?id=org.scriptureearth.amr.nt.apk		New Testament: https://virtualstorehouse.org/products/amarakaeri-nt-amr	The Bible League - 2008 Edition: https://live.bible.is/bible/AMRTBL	https://www.bible.com/bible/511/MAT.1	https://globalrecordings.net/en/langcode/amr	1		https://www.scriptureearth.org/data/amr/study/amr.bbl.mybible																				las lenguas del Perú: https://joshuaproject.net/languages/amr	
Haruai	Central Waibuk, North Waibuk, South Waibuk, Arama, Hamil, Mambar, Harway, Taman, Waibuk, Wiyau, Wiyaw, Wovan	tmd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tmd	Papua New Guinea																					https://www.bible.com/bible/1570/MAT.1	https://www.globalrecordings.net/en/language/tmd	1																						language map: https://joshuaproject.net/languages/tmd	
Haryanvi	हरियाणवी, Bangaru, Banger, Bangri, Bangru, Chamarwa, Desari, Hariani, Hariyani, Haryani, Jatu, Bangaru Proper, Deswali, Khadar, Bangaru, Banger, Bangri, Bangru, Chamarwa, Desari, Hariani, Hariyani, Haryani, Jatu	bgc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bgc	India																	https://play.google.com/store/apps/details?id=org.ips.bgcbible.haryanvi				हरियाणवी (BGCNT): https://www.bible.com/en-GB/bible/2766/MAT.1	https://globalrecordings.net/en/langcode/bgc					https://www.scriptureearth.org/data/bgc/video/JESUSFilm-bgc.txt																http://www.freebiblesindia.in/bible/bgc ## http://www.biblesindia.com		language map: https://joshuaproject.net/languages/bgc	
Hatam		had			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=had	Indonesia																				https://live.bible.is/bible/HADLAI	Bible in Hatam Language Papua, Indonesia: https://www.bible.com/en-GB/bible/2954/MAT.1																								language map: https://joshuaproject.net/languages/had	
Hausa	Haoussa, Hawsa, Aderawa, Arewa, Damagaram, Dawra, Gaya, Gobirawa, Katsina, Kurfey, Hausawa, Haussa, Adarawa, Hadejiya, Kano, Katagum, Kebbawa, Sokoto, Zamfarawa, Abakwariga, Habe, Kado, Mgbakpa	hau			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hau	Benin, Burkina Faso, Cameroon, Ghana, Niger, Nigeria, Sudan																			Bible: https://www.zakbijbelbond.nl/en/hausa-bibles/	1979 Bible Society of Nigeria: https://live.bible.is/bible/HAUN79 ## Common Language Version: https://live.bible.is/bible/HAUCLV ## - Common Language Version (Davar Audio): https://live.bible.is/bible/HAUDCL ## - Littafi Mai Tsarki: https://live.bible.is/bible/HAULPF	Sabon Rai Don Kowa (SRK): https://www.bible.com/bible/1614/MAT.1 ## Littafi Mai Tsarki (HAU): https://www.bible.com/bible/71/MAT.1	https://www.globalrecordings.net/en/language/hau	1				https://www.scriptureearth.org/data/hau/video/JESUSFilm-hau.txt							https://www.scriptureearth.org/data/hau/video/Magdalena-hau.txt				https://www.jesusfilm.org/watch/jfp-interests-student-resources.html/the-story-of-jesus-for-children/hausa.html								
Hawaii Pidgin	Hawai'i Pidgin, HCE, Hawai'i Creole, Hawai'i Creole English, Hawaiian Creole, Hawaiian Creole English, Pidgin, ōlelo paʻi ʻai	hwc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hwc	United States															1		https://play.google.com/store/apps/details?id=org.wycliffe.hawaiipidgin.hwc		Hawaii Pidgin - English: https://virtualstorehouse.org/products/hawaii-pidgin-english-bilingual-nt?_pos=1&_sid=8107d1b84&_ss=r ## Hawaii Pidgin - French: https://virtualstorehouse.org/products/hawaii-pidgin-french-bilingual-nt?_pos=2&_sid=8107d1b84&_ss=r	- Da Good an Spesho Book – New Testament (2020 - Wycliffe Bible Translators): https://live.bible.is/bible/HWCWYI ## - Da Good an Spesho Book – Old Testament (2020 - Wycliffe Bible Translators): https://live.bible.is/bible/HWCWYI	Hawaii Pidgin Bible (HPB): https://www.bible.com/en-GB/bible/76/MAT.1	https://www.globalrecordings.net/en/language/hwc	1				https://www.scriptureearth.org/data/hwc/video/JESUSFilm-hwc.txt																		language map: https://joshuaproject.net/languages/hwc	
